array_type,size,algorithm,threshold,time_ms
almost_sorted,32200,hybrid,5,18088
random,32200,hybrid,10,15466
reversed,32200,hybrid,10,11685
almost_sorted,32200,hybrid,10,11568
random,32200,hybrid,20,12834
reversed,32200,hybrid,20,9705
almost_sorted,32200,hybrid,20,8992
random,32200,hybrid,30,13070
reversed,32200,hybrid,30,10125
almost_sorted,32200,hybrid,30,8913
random,32200,hybrid,50,12976
reversed,32200,hybrid,50,10418
almost_sorted,32200,hybrid,50,7280
random,32300,standard,0,44138
reversed,32300,standard,0,43772
almost_sorted,32300,standard,0,40925
random,32300,hybrid,5,24223
reversed,32300,hybrid,5,16529
almost_sorted,32300,hybrid,5,17197
random,32300,hybrid,10,15211
reversed,32300,hybrid,10,11549
almost_sorted,32300,hybrid,10,11492
random,32300,hybrid,20,12892
reversed,32300,hybrid,20,9861
almost_sorted,32300,hybrid,20,8960
random,32300,hybrid,30,12755
reversed,32300,hybrid,30,9659
almost_sorted,32300,hybrid,30,8973
random,32300,hybrid,50,12559
reversed,32300,hybrid,50,10395
almost_sorted,32300,hybrid,50,7409
random,32400,standard,0,44443
reversed,32400,standard,0,44627
almost_sorted,32400,standard,0,41223
random,32400,hybrid,5,19401
reversed,32400,hybrid,5,17746
almost_sorted,32400,hybrid,5,16462
random,32400,hybrid,10,15003
reversed,32400,hybrid,10,12839
almost_sorted,32400,hybrid,10,11870
random,32400,hybrid,20,13019
reversed,32400,hybrid,20,9729
almost_sorted,32400,hybrid,20,12493
random,32400,hybrid,30,14752
reversed,32400,hybrid,30,9642
almost_sorted,32400,hybrid,30,9195
random,32400,hybrid,50,12868
reversed,32400,hybrid,50,10690
almost_sorted,32400,hybrid,50,7486
random,32500,standard,0,45996
reversed,32500,standard,0,47551
almost_sorted,32500,standard,0,44336
random,32500,hybrid,5,22010
reversed,32500,hybrid,5,15876
almost_sorted,32500,hybrid,5,16023
random,32500,hybrid,10,15218
reversed,32500,hybrid,10,11804
almost_sorted,32500,hybrid,10,11638
random,32500,hybrid,20,13021
reversed,32500,hybrid,20,9768
almost_sorted,32500,hybrid,20,9109
random,32500,hybrid,30,12922
reversed,32500,hybrid,30,9580
almost_sorted,32500,hybrid,30,9001
random,32500,hybrid,50,12871
reversed,32500,hybrid,50,10521
almost_sorted,32500,hybrid,50,7581
random,32600,standard,0,49491
reversed,32600,standard,0,42372
almost_sorted,32600,standard,0,45528
random,32600,hybrid,5,20682
reversed,32600,hybrid,5,17259
almost_sorted,32600,hybrid,5,16268
random,32600,hybrid,10,15316
reversed,32600,hybrid,10,13890
almost_sorted,32600,hybrid,10,19011
random,32600,hybrid,20,13144
reversed,32600,hybrid,20,9847
almost_sorted,32600,hybrid,20,9119
random,32600,hybrid,30,13062
reversed,32600,hybrid,30,9772
almost_sorted,32600,hybrid,30,8920
random,32600,hybrid,50,14383
reversed,32600,hybrid,50,10706
almost_sorted,32600,hybrid,50,7707
random,32700,standard,0,45381
reversed,32700,standard,0,41610
almost_sorted,32700,standard,0,46481
random,32700,hybrid,5,19445
reversed,32700,hybrid,5,16337
almost_sorted,32700,hybrid,5,16123
random,32700,hybrid,10,17240
reversed,32700,hybrid,10,11837
almost_sorted,32700,hybrid,10,11546
random,32700,hybrid,20,14353
reversed,32700,hybrid,20,9885
almost_sorted,32700,hybrid,20,9130
random,32700,hybrid,30,14299
reversed,32700,hybrid,30,10014
almost_sorted,32700,hybrid,30,9721
random,32700,hybrid,50,20982
reversed,32700,hybrid,50,10869
almost_sorted,32700,hybrid,50,7448
random,32800,standard,0,48054
reversed,32800,standard,0,42907
almost_sorted,32800,standard,0,41658
random,32800,hybrid,5,19401
reversed,32800,hybrid,5,16294
almost_sorted,32800,hybrid,5,17259
random,32800,hybrid,10,19124
reversed,32800,hybrid,10,12168
almost_sorted,32800,hybrid,10,11840
random,32800,hybrid,20,12898
reversed,32800,hybrid,20,9750
almost_sorted,32800,hybrid,20,9164
random,32800,hybrid,30,12852
reversed,32800,hybrid,30,13763
almost_sorted,32800,hybrid,30,9264
random,32800,hybrid,50,13099
reversed,32800,hybrid,50,10519
almost_sorted,32800,hybrid,50,7468
random,32900,standard,0,47140
reversed,32900,standard,0,43165
almost_sorted,32900,standard,0,41412
random,32900,hybrid,5,22582
reversed,32900,hybrid,5,17546
almost_sorted,32900,hybrid,5,16260
random,32900,hybrid,10,15650
reversed,32900,hybrid,10,11741
almost_sorted,32900,hybrid,10,11627
random,32900,hybrid,20,13077
reversed,32900,hybrid,20,9933
almost_sorted,32900,hybrid,20,9069
random,32900,hybrid,30,22698
reversed,32900,hybrid,30,9812
almost_sorted,32900,hybrid,30,9561
random,32900,hybrid,50,13376
reversed,32900,hybrid,50,10814
almost_sorted,32900,hybrid,50,7756
random,33000,standard,0,47111
reversed,33000,standard,0,47636
almost_sorted,33000,standard,0,42186
random,33000,hybrid,5,23884
reversed,33000,hybrid,5,16511
almost_sorted,33000,hybrid,5,16277
random,33000,hybrid,10,15383
reversed,33000,hybrid,10,11860
almost_sorted,33000,hybrid,10,12522
random,33000,hybrid,20,13564
reversed,33000,hybrid,20,9862
almost_sorted,33000,hybrid,20,10048
random,33000,hybrid,30,13056
reversed,33000,hybrid,30,11684
almost_sorted,33000,hybrid,30,9136
random,33000,hybrid,50,13004
reversed,33000,hybrid,50,10802
almost_sorted,33000,hybrid,50,7574
random,33100,standard,0,49284
reversed,33100,standard,0,43714
almost_sorted,33100,standard,0,42479
random,33100,hybrid,5,19777
reversed,33100,hybrid,5,16495
almost_sorted,33100,hybrid,5,16297
random,33100,hybrid,10,15816
reversed,33100,hybrid,10,11982
almost_sorted,33100,hybrid,10,12029
random,33100,hybrid,20,16199
reversed,33100,hybrid,20,9966
almost_sorted,33100,hybrid,20,9298
random,33100,hybrid,30,13411
reversed,33100,hybrid,30,10126
almost_sorted,33100,hybrid,30,10526
random,33100,hybrid,50,14463
reversed,33100,hybrid,50,11001
almost_sorted,33100,hybrid,50,7491
random,33200,standard,0,46123
reversed,33200,standard,0,45080
almost_sorted,33200,standard,0,52885
random,33200,hybrid,5,19865
reversed,33200,hybrid,5,16650
almost_sorted,33200,hybrid,5,16373
random,33200,hybrid,10,15611
reversed,33200,hybrid,10,13754
almost_sorted,33200,hybrid,10,12884
random,33200,hybrid,20,13468
reversed,33200,hybrid,20,10083
almost_sorted,33200,hybrid,20,9233
random,33200,hybrid,30,15021
reversed,33200,hybrid,30,10210
almost_sorted,33200,hybrid,30,9552
random,33200,hybrid,50,16116
reversed,33200,hybrid,50,10745
almost_sorted,33200,hybrid,50,7556
random,33300,standard,0,45701
reversed,33300,standard,0,47236
almost_sorted,33300,standard,0,42312
random,33300,hybrid,5,20302
reversed,33300,hybrid,5,26528
almost_sorted,33300,hybrid,5,23793
random,33300,hybrid,10,15455
reversed,33300,hybrid,10,12235
almost_sorted,33300,hybrid,10,11966
random,33300,hybrid,20,13427
reversed,33300,hybrid,20,10175
almost_sorted,33300,hybrid,20,9090
random,33300,hybrid,30,13949
reversed,33300,hybrid,30,10182
almost_sorted,33300,hybrid,30,10375
random,33300,hybrid,50,13636
reversed,33300,hybrid,50,11059
almost_sorted,33300,hybrid,50,7768
random,33400,standard,0,48000
reversed,33400,standard,0,44059
almost_sorted,33400,standard,0,44227
random,33400,hybrid,5,20061
reversed,33400,hybrid,5,16528
almost_sorted,33400,hybrid,5,16105
random,33400,hybrid,10,15219
reversed,33400,hybrid,10,12436
almost_sorted,33400,hybrid,10,11857
random,33400,hybrid,20,14109
reversed,33400,hybrid,20,13842
almost_sorted,33400,hybrid,20,9321
random,33400,hybrid,30,13141
reversed,33400,hybrid,30,10081
almost_sorted,33400,hybrid,30,9155
random,33400,hybrid,50,13141
reversed,33400,hybrid,50,11536
almost_sorted,33400,hybrid,50,7571
random,33500,standard,0,48670
reversed,33500,standard,0,43331
almost_sorted,33500,standard,0,46285
random,33500,hybrid,5,19713
reversed,33500,hybrid,5,16448
almost_sorted,33500,hybrid,5,16343
random,33500,hybrid,10,15400
reversed,33500,hybrid,10,11978
almost_sorted,33500,hybrid,10,11724
random,33500,hybrid,20,13544
reversed,33500,hybrid,20,9963
almost_sorted,33500,hybrid,20,9179
random,33500,hybrid,30,13315
reversed,33500,hybrid,30,10051
almost_sorted,33500,hybrid,30,9412
random,33500,hybrid,50,13231
reversed,33500,hybrid,50,11158
almost_sorted,33500,hybrid,50,10749
random,33600,standard,0,48966
reversed,33600,standard,0,45458
almost_sorted,33600,standard,0,48652
random,33600,hybrid,5,20064
reversed,33600,hybrid,5,16699
almost_sorted,33600,hybrid,5,16684
random,33600,hybrid,10,16069
reversed,33600,hybrid,10,11971
almost_sorted,33600,hybrid,10,11961
random,33600,hybrid,20,13418
reversed,33600,hybrid,20,9957
almost_sorted,33600,hybrid,20,10529
random,33600,hybrid,30,13367
reversed,33600,hybrid,30,10197
almost_sorted,33600,hybrid,30,9267
random,33600,hybrid,50,13241
reversed,33600,hybrid,50,10920
almost_sorted,33600,hybrid,50,7588
random,33700,standard,0,46099
reversed,33700,standard,0,43400
almost_sorted,33700,standard,0,42667
random,33700,hybrid,5,19883
reversed,33700,hybrid,5,16655
almost_sorted,33700,hybrid,5,16674
random,33700,hybrid,10,17129
reversed,33700,hybrid,10,12190
almost_sorted,33700,hybrid,10,11902
random,33700,hybrid,20,13381
reversed,33700,hybrid,20,10279
almost_sorted,33700,hybrid,20,9355
random,33700,hybrid,30,13568
reversed,33700,hybrid,30,11655
almost_sorted,33700,hybrid,30,9404
random,33700,hybrid,50,13410
reversed,33700,hybrid,50,11198
almost_sorted,33700,hybrid,50,7544
random,33800,standard,0,46915
reversed,33800,standard,0,46208
almost_sorted,33800,standard,0,42706
random,33800,hybrid,5,23080
reversed,33800,hybrid,5,17662
almost_sorted,33800,hybrid,5,16430
random,33800,hybrid,10,15318
reversed,33800,hybrid,10,11910
almost_sorted,33800,hybrid,10,12000
random,33800,hybrid,20,14753
reversed,33800,hybrid,20,9724
almost_sorted,33800,hybrid,20,10002
random,33800,hybrid,30,13503
reversed,33800,hybrid,30,9833
almost_sorted,33800,hybrid,30,9260
random,33800,hybrid,50,13393
reversed,33800,hybrid,50,11031
almost_sorted,33800,hybrid,50,7625
random,33900,standard,0,48276
reversed,33900,standard,0,44557
almost_sorted,33900,standard,0,44983
random,33900,hybrid,5,19907
reversed,33900,hybrid,5,16747
almost_sorted,33900,hybrid,5,16998
random,33900,hybrid,10,16765
reversed,33900,hybrid,10,12152
almost_sorted,33900,hybrid,10,15186
random,33900,hybrid,20,14821
reversed,33900,hybrid,20,10073
almost_sorted,33900,hybrid,20,9342
random,33900,hybrid,30,13307
reversed,33900,hybrid,30,10394
almost_sorted,33900,hybrid,30,9498
random,33900,hybrid,50,13559
reversed,33900,hybrid,50,11190
almost_sorted,33900,hybrid,50,7867
random,34000,standard,0,49984
reversed,34000,standard,0,46502
almost_sorted,34000,standard,0,50405
random,34000,hybrid,5,20066
reversed,34000,hybrid,5,16875
almost_sorted,34000,hybrid,5,16557
random,34000,hybrid,10,15671
reversed,34000,hybrid,10,12081
almost_sorted,34000,hybrid,10,11989
random,34000,hybrid,20,14821
reversed,34000,hybrid,20,10200
almost_sorted,34000,hybrid,20,10230
random,34000,hybrid,30,13698
reversed,34000,hybrid,30,12196
almost_sorted,34000,hybrid,30,13777
random,34000,hybrid,50,14108
reversed,34000,hybrid,50,11245
almost_sorted,34000,hybrid,50,7549
random,34100,standard,0,47031
reversed,34100,standard,0,45598
almost_sorted,34100,standard,0,44090
random,34100,hybrid,5,25126
reversed,34100,hybrid,5,20991
almost_sorted,34100,hybrid,5,17110
random,34100,hybrid,10,15722
reversed,34100,hybrid,10,12083
almost_sorted,34100,hybrid,10,13725
random,34100,hybrid,20,14007
reversed,34100,hybrid,20,10153
almost_sorted,34100,hybrid,20,9374
random,34100,hybrid,30,14012
reversed,34100,hybrid,30,9916
almost_sorted,34100,hybrid,30,9419
random,34100,hybrid,50,13546
reversed,34100,hybrid,50,11292
almost_sorted,34100,hybrid,50,7447
random,34200,standard,0,50108
reversed,34200,standard,0,44271
almost_sorted,34200,standard,0,47869
random,34200,hybrid,5,20750
reversed,34200,hybrid,5,18084
almost_sorted,34200,hybrid,5,16535
random,34200,hybrid,10,15754
reversed,34200,hybrid,10,14228
almost_sorted,34200,hybrid,10,14175
random,34200,hybrid,20,13656
reversed,34200,hybrid,20,10624
almost_sorted,34200,hybrid,20,9596
random,34200,hybrid,30,13916
reversed,34200,hybrid,30,10333
almost_sorted,34200,hybrid,30,10172
random,34200,hybrid,50,13539
reversed,34200,hybrid,50,11195
almost_sorted,34200,hybrid,50,7834
random,34300,standard,0,47226
reversed,34300,standard,0,50072
almost_sorted,34300,standard,0,46228
random,34300,hybrid,5,20214
reversed,34300,hybrid,5,16822
almost_sorted,34300,hybrid,5,16948
random,34300,hybrid,10,16059
reversed,34300,hybrid,10,12354
almost_sorted,34300,hybrid,10,12023
random,34300,hybrid,20,13629
reversed,34300,hybrid,20,11384
almost_sorted,34300,hybrid,20,9373
random,34300,hybrid,30,13413
reversed,34300,hybrid,30,11591
almost_sorted,34300,hybrid,30,9915
random,34300,hybrid,50,16443
reversed,34300,hybrid,50,11135
almost_sorted,34300,hybrid,50,8315
random,34400,standard,0,48534
reversed,34400,standard,0,45568
almost_sorted,34400,standard,0,44741
random,34400,hybrid,5,20242
reversed,34400,hybrid,5,20669
almost_sorted,34400,hybrid,5,16833
random,34400,hybrid,10,15722
reversed,34400,hybrid,10,12165
almost_sorted,34400,hybrid,10,11952
random,34400,hybrid,20,13755
reversed,34400,hybrid,20,10318
almost_sorted,34400,hybrid,20,9439
random,34400,hybrid,30,13697
reversed,34400,hybrid,30,10451
almost_sorted,34400,hybrid,30,9468
random,34400,hybrid,50,15122
reversed,34400,hybrid,50,12287
almost_sorted,34400,hybrid,50,7775
random,34500,standard,0,56799
reversed,34500,standard,0,46023
almost_sorted,34500,standard,0,51783
random,34500,hybrid,5,20428
reversed,34500,hybrid,5,19069
almost_sorted,34500,hybrid,5,18534
random,34500,hybrid,10,15907
reversed,34500,hybrid,10,18333
almost_sorted,34500,hybrid,10,12102
random,34500,hybrid,20,13978
reversed,34500,hybrid,20,10554
almost_sorted,34500,hybrid,20,9465
random,34500,hybrid,30,13813
reversed,34500,hybrid,30,10290
almost_sorted,34500,hybrid,30,9433
random,34500,hybrid,50,13747
reversed,34500,hybrid,50,11569
almost_sorted,34500,hybrid,50,7763
random,34600,standard,0,48190
reversed,34600,standard,0,53536
almost_sorted,34600,standard,0,44705
random,34600,hybrid,5,23061
reversed,34600,hybrid,5,18362
almost_sorted,34600,hybrid,5,17710
random,34600,hybrid,10,15901
reversed,34600,hybrid,10,12295
almost_sorted,34600,hybrid,10,12253
random,34600,hybrid,20,13950
reversed,34600,hybrid,20,10606
almost_sorted,34600,hybrid,20,9422
random,34600,hybrid,30,18472
reversed,34600,hybrid,30,11035
almost_sorted,34600,hybrid,30,9650
random,34600,hybrid,50,13991
reversed,34600,hybrid,50,11722
almost_sorted,34600,hybrid,50,8105
random,34700,standard,0,48964
reversed,34700,standard,0,45279
almost_sorted,34700,standard,0,43921
random,34700,hybrid,5,21958
reversed,34700,hybrid,5,16840
almost_sorted,34700,hybrid,5,16653
random,34700,hybrid,10,16058
reversed,34700,hybrid,10,12488
almost_sorted,34700,hybrid,10,12072
random,34700,hybrid,20,13916
reversed,34700,hybrid,20,11657
almost_sorted,34700,hybrid,20,9587
random,34700,hybrid,30,13948
reversed,34700,hybrid,30,10609
almost_sorted,34700,hybrid,30,9466
random,34700,hybrid,50,14068
reversed,34700,hybrid,50,11730
almost_sorted,34700,hybrid,50,7578
random,34800,standard,0,54118
reversed,34800,standard,0,44445
almost_sorted,34800,standard,0,45870
random,34800,hybrid,5,20371
reversed,34800,hybrid,5,19062
almost_sorted,34800,hybrid,5,16822
random,34800,hybrid,10,15925
reversed,34800,hybrid,10,12783
almost_sorted,34800,hybrid,10,15492
random,34800,hybrid,20,14814
reversed,34800,hybrid,20,10107
almost_sorted,34800,hybrid,20,9651
random,34800,hybrid,30,13876
reversed,34800,hybrid,30,10440
almost_sorted,34800,hybrid,30,9592
random,34800,hybrid,50,13858
reversed,34800,hybrid,50,11936
almost_sorted,34800,hybrid,50,7676
random,34900,standard,0,48566
reversed,34900,standard,0,49025
almost_sorted,34900,standard,0,48009
random,34900,hybrid,5,20307
reversed,34900,hybrid,5,16918
almost_sorted,34900,hybrid,5,17027
random,34900,hybrid,10,16127
reversed,34900,hybrid,10,14381
almost_sorted,34900,hybrid,10,12381
random,34900,hybrid,20,15184
reversed,34900,hybrid,20,10489
almost_sorted,34900,hybrid,20,9651
random,34900,hybrid,30,14302
reversed,34900,hybrid,30,11290
almost_sorted,34900,hybrid,30,9550
random,34900,hybrid,50,15329
reversed,34900,hybrid,50,11637
almost_sorted,34900,hybrid,50,7930
random,35000,standard,0,48068
reversed,35000,standard,0,46335
almost_sorted,35000,standard,0,45009
random,35000,hybrid,5,25142
reversed,35000,hybrid,5,16949
almost_sorted,35000,hybrid,5,16904
random,35000,hybrid,10,16070
reversed,35000,hybrid,10,12570
almost_sorted,35000,hybrid,10,12143
random,35000,hybrid,20,14000
reversed,35000,hybrid,20,11819
almost_sorted,35000,hybrid,20,9624
random,35000,hybrid,30,14046
reversed,35000,hybrid,30,11005
almost_sorted,35000,hybrid,30,9507
random,35000,hybrid,50,14142
reversed,35000,hybrid,50,11877
almost_sorted,35000,hybrid,50,8076
random,35100,standard,0,53350
reversed,35100,standard,0,49020
almost_sorted,35100,standard,0,47325
random,35100,hybrid,5,20747
reversed,35100,hybrid,5,16972
almost_sorted,35100,hybrid,5,17570
random,35100,hybrid,10,19089
reversed,35100,hybrid,10,12607
almost_sorted,35100,hybrid,10,12319
random,35100,hybrid,20,13918
reversed,35100,hybrid,20,10384
almost_sorted,35100,hybrid,20,9266
random,35100,hybrid,30,13968
reversed,35100,hybrid,30,10622
almost_sorted,35100,hybrid,30,9381
random,35100,hybrid,50,14038
reversed,35100,hybrid,50,11573
almost_sorted,35100,hybrid,50,7691
random,35200,standard,0,52953
reversed,35200,standard,0,61062
almost_sorted,35200,standard,0,45086
random,35200,hybrid,5,20670
reversed,35200,hybrid,5,17280
almost_sorted,35200,hybrid,5,17179
random,35200,hybrid,10,16108
reversed,35200,hybrid,10,12766
almost_sorted,35200,hybrid,10,12943
random,35200,hybrid,20,20189
reversed,35200,hybrid,20,10962
almost_sorted,35200,hybrid,20,9827
random,35200,hybrid,30,14159
reversed,35200,hybrid,30,10434
almost_sorted,35200,hybrid,30,9552
random,35200,hybrid,50,16609
reversed,35200,hybrid,50,12185
almost_sorted,35200,hybrid,50,7749
